headline,label
Why Trump just admitted defeat on border separations,-1
Louisiana sees large drops in prison population a year after historic criminal justice reforms,-1
Senate Democrats who voted for Gorsuch meet with Trump,0
Capital Gazette shooting victim Gerald Fischman: Clever and quirky voice of a community newspaper,1
ICE Rigged Its Vetting Tool To Make Sure It Can Always Keep Immigrants Locked Up,0
Trump Versus the Hog-Maker,0
California's Costly Global Warming Campaign Turns Out To Be Worse Than Useless,-1
Kavanaugh is said to be a front-runner to replace retiring Justice Anthony Kennedy,1
"Student loan servicer cheats borrowers, California attorney general says",-1
Trump’s false portrayal of his Sanford insult goes largely unchallenged by House Republicans: ‘It wasn’t a big deal’,-1
Why does EPA boss Scott Pruitt still have a job?,0
Report: Trump wants to announce Supreme Court nominee by July 11,1
CNN reporter shouts at Trump: 'Will you stop calling the press the enemy of the people?,-1
Trump literally begs Harley-Davidson to reconsider move to Europe,0
Jeff Flake hints at slowing down Senate work to extract concessions from Trump,0
Maryland newspaper writer in emotional interview: 'We need more than prayers',0
"'Colossal Failure of Leadership,' Warn Progressives, If Schumer Can't Unify Democrats to Block Trump Supreme Court Nominee",-1
'Even a blind person' can see Mueller using Manafort to 'target' Trump: judge,-1
"Trump surpasses 3,000 false or misleading claims",-1
White House asks billionaire Koch network to join activist coalition to lobby for SCOTUS nominee,1
Capitol Police Arrest More Than 600 Women Chanting ‘Abolish ICE’,-1
Milo Yiannopoulos reacts to Maryland newspaper killings: 'I wasn't serious' about hoping journalists would be shot,-1
Graham whacks Trump over attacks on McCain,-1
"How Republicans are divided over Trump’s immigration policy: For it, against it and keeping their mouths shut",0
‘Capital Gazette’ Survivor: I Don't ‘Give a F*ck’ About Your Thoughts and Prayers,1
GOP anxious to subvert Mueller as Trump Russia probe pushes on,-1
Nervous investors exiting US stocks at near-record pace on trade-war fears,-1
Fact-checking President Trump’s claims about the North Korea deal,0
"In Trump’s Russia Summit, Putin Holds All the Cards",0
Fox News Checked The Ideology Of The Capital Gazette After The Mass Shooting And People Are Pissed,-1
Michael Moore's documentary about Trump's election gets September release date,0
Joe Scarborough: Trey Gowdy knows better,1
"Top Ivanka Ally Leaves White House, Signals Giving Up On Paid Family Leave",1
Trump meets with key senators as he starts full-court press to nominate new justice,1
Judge Rejects CIA’s Absurd Secrecy Claim on Botched Yemen Raid,-1
It's open hunting season on endangered Carolina red wolves if the feds get their way,0
"Reuters editor apologizes, could be disciplined after blaming Capital Gazette shooting on Trump",0
First lady Melania Trump makes second visit to border detention facility,-1
What Trump-supporting Harley owners say about the president's fight with the company,-1
'The Wire' Creator Eviscerates Marco Rubio After Newsroom Shooting,0
Trump now has a Tennessee weed bill with his name on it,0
Trump just forced Republicans to take a tiny step toward immigration changes,-1
Trump promises historic economic growth...,1
Patreon Is Suspending Adult Content Creators Because of Its Payment Partners,0
Brexit leader to headline GOP Senate hopeful’s fundraiser,0
Every Newspaper Reporter Knows Jarrod Ramos,0
“They basically disappeared him”,-1
Ohio debates law to require teachers to 'out' transgender students to parents,0
Anthony Kennedy’s replacement could make it harder to fight climate change,-1
Trump is clueless about the global market,-1
The Democrat Is Up Big In Arizona’s Senate Race — For Now,0
"The controversy over Maxine Waters’s call for confrontation, explained",-1
China won't give up 'one inch' of territory says President Xi to Mattis,0
President Trump wants to know why he’s not considered ‘elite’,0
Anti-corruption watchdogs wonder: 'Who is funding Mexico's presidential candidates?' | Reuters,0
President considering replacement for John Kelly: Sources,0
Protests against Trump immigration policy expected nationwide,-1
Susan Sarandon Arrested at Protest Against Trump’s Immigration Policy: 'Keep Fighting',-1
Trump is kowtowing to the Kremlin again. Why?,0
The Capital Gazette shooting shows why an assault weapons ban can’t solve America’s gun problem,-1
North Carolina GOP Puts Voter ID Amendment On November Ballot,0
Workers are free at last — to sink,1
‘I’ve got one tough wife’: McConnell ‘loved’ watching Elaine Chao confront protesters,-1
Trump says Capital Gazette shooting 'shocked the conscience of our nation',-1
‘It’s obscene’: GOP candidate seethes as Trump embraces Democratic senator,0
Obama: I told Trump to just rename Obamacare and take credit for it,1
Jarrod W. Ramos: Capital Gazette shooting suspect had long-running feud with Maryland newspaper,-1
Thousands Are Expected to Attend the Families Belong Together Marches Across the U.S. Here's What to Know,0
State Department Report Warns Kids in Government-Run Facilities ‘Easy Targets’ for Human Traffickers,0
Trump yanked around by Portuguese president during vigorous handshake,0
VP Pence tells Central America to do more to stop migrants,-1
ICE is rounding up green card holders,0
Duckworth joins women's Capitol protest with baby,-1
Sean Hannity Accidentally Made a Great Argument for Socialism,0
Trump must appoint a 'Family Reunification Czar',0
"North Korea improving nuclear facility despite Kim Jong-un's pledge, satellite images show",1
A third of Maryland Democrats don’t even want to bother appealing to Trump voters,-1
Kirsten Gillibrand Becomes First Sitting Senator to Call to Abolish ICE,0
Migrant Kids Could Be Held Disturbingly Near A Japanese-American Internment Camp,-1
New House Bill Would Empower Donald Trump to Punish U.S. Companies That Boycott Israel,-1
Reporter Resigns After Falsely Tweeting MD Shooter Wore Trump ‘MAGA’ Hat,-1
"Apparently feeling betrayed, Trump pleads with Harley-Davidson",-1
"If You Really Want to Curb Migration, Get Serious About Climate Change",0
‘Preparing the battlefield’: Hackers implant digital grenades in industrial networks,0
Sean Hannity Blames Maxine Waters For Capital Gazette Shooting,-1
Federal judge overturns approval of Kentucky Medicaid work provisions,1
This Week: Robert Mueller Accelerates His Probe As Midterms Loom,-1
Trump can’t stop dissing John McCain,-1
More than 600 charged in nation's largest health care fraud investigation,-1
The G.O.P.’s Total Inability to Pass a Bill Is Making Trump’s Border Crisis Even Worse,-1
"WATCH: Trump celebrates tax cuts, talks mass shooting",1
"Trump Will Get His Supreme Court Pick, and Democrats Will Get Revenge",0
Is there a cadre of closeted Trump supporters in Hollywood?,1
Americans really don’t want to get rid of Roe v. Wade,0
What Joe Crowley’s Defeat Has to Do With Democratic Party 'Superdelegates',0
The Truth About Trump's Young White Male Voters,1
Pelosi’s claim that 86 million ‘middle-class’ Americans will see taxes rise under Trump tax bill,-1
Mnuchin claims it’s an “exaggeration” that Trump wants to exit WTO,0
Alexandria Ocasio-Cortez warns that Trump 'doesn't know how to deal with a girl from the Bronx',0
We’re About to Find Out How Bad It Will Get Without Justice Kennedy,-1
Nearly 600 women arrested at immigration protests in the Senate building,-1
Trump suggests Macron should have left the EU for a trade deal with the US,0
Sen. Susan Collins to AG Sessions: 'Reconsider' stance on Obamacare suit,0
Is the Trump White House behind Justice Anthony Kennedy's Supreme Court retirement?,1
"Social Security, HUD act on Trump’s orders in move to emasculate unions",1
Fact-checking President Trump’s claims on immigration,0
Pelosi: Crowley’s Defeat Doesn’t Mean Democratic Socialism Is Party’s Future,-1
"Following Trump’s order, HUD moves to evict union from agency buildings",0
It sure looks like China’s preparing for a trade war with the US,0
"CHIP, CHIMPs and Trump’s budget-rescission request: a guide to the debate",0
"Trump’s new milestone: 3,251 false or misleading claims",-1
President Trump’s claim that James B. Comey ‘lied in Congress to Senator G’,0
The government faces deadlines to reunite migrant families. It’s unclear if it will meet them.,-1
Republicans grill FBI and DOJ officials over HRC Investigation and Anti-Trump Messages.,0
A Republican Running For Governor In Florida Won’t Own Up To His Trump Trashing,0
Looking back at the landmark SCOTUS same-sex marriage ruling: Throwback Thursday,0
Get Ready For A White House Run By Fox News,1
"ATF Flips on Bump Stock Ban, Some Gun Rights Groups Are Mad",-1
Eugene Robinson: Democrats must channel anti-Trump fervor into winning midterms,1
Watergate Prosecutor: GOP Attacks On Rod Rosenstein 'An Outrage' | The Beat With Ari Melber | MSNBC,-1
Pence urges Latin American countries to isolate Venezuela,-1
Russian TV boasts about electing Trump ahead of summit with Putin,0
Paul Manafort Is Running Out Of Options To Stop A Trial From Starting Next Month,-1
The Pentagon Just Gave up the Pretense of Deterring Conflict,-1
Michael Avenatti Represented Marijuana Farm Before Taking on Donald Trump Over Stormy Daniels and Migrant Children,0
House Republicans Hope to Resuscitate Immigration Issue,1
"Growing class division is destabilizing our society, argues author and philosopher Matthew Stewart on PBS NewsHour.",-1
Court nixes challenge to rare California bullet stamping law,0
"As Nation Mourns Newsroom Massacre, ""Toxic Masculinity"" Mixed With Guns Once More Lamented",-1
The GOP backs Trump on separating families at the border — which is all he cares about,1
Cuomo moves to protect trans health care in advance of Trump rollback,1
Manafort asks appeals court for release,0
"Harry Reid, Republican Mastermind",0
What Should America Expect from a More Originalist Supreme Court?,1
Senators visiting Russia say they hope Trump shares their tough message to Putin,1
Washington Girds for Battle Over Kennedy’s Replacement,-1
The President Shouldn't Act as an Arms Dealer to the Saudis,0
"Poll shows Feinstein with big lead over Kevin de León, but there’s a surprise",1
What Alexandria Ocasio-Cortez’s victory says about Democrats’ future,0
Bob Corker accused Trump supporters of being ‘cultish.’ He helped create the cult.,1
Congresswoman Jayapal arrested during immigration protest in Washington D.C.,-1
‘Abolish ICE’ is a good thing. Even if it scares some Democrats and Republicans demagogue it.,0
Photos of the Day: 575 Protesters Charged at Senate’s Hart Building at Immigration Rally,-1
"White House insists Kelly isn't going anywhere, but it's a familiar refrain",0
Fox News runs ideological purity test on newsroom that just experienced a mass shooting,0
Surprise! It would take nine years for all of Trump’s nominations to be approved,1
Science Says: How family separation may affect kids' brains,0
Trump may nominate top court pick before July 10: White House official,1
Obama to Dems: ‘You are right to be concerned’ about Trump,0
Congress leaves town without voting on fix to stop family separations at border,-1
Alexandria Ocasio-Cortez: I don’t think Trump ‘knows how to deal with a girl from the Bronx’,0
Poll: Vast Majority of Democrats Do Not Want ICE Abolished,0
I no longer have hope in white America,0
Trump to receive briefing on inspector general’s Clinton email report before it goes public,0
Trump sounds like he doesn’t really want an immigration deal,1
"In 2018, Trump's Twitter is a campaign megaphone",0
The historical tactics Dems. could use to fight Trump SCOTUS pick,-1
Democrats' best hope to stall Trump's next Supreme Court justice just collapsed,1
Fact-checking Trump’s error-filled tweetstorm about the Mueller probe,0
The Peace Deal That is All Israel,1
"June 26 Primary Results: More women running, more women winning",1
The Dark Parts Of The Internet Are Celebrating The Capital Gazette Slayings,1
Milo Yiannopoulos on 'gunning journalists down' remark: 'I regret nothing I said',-1
Trump has reportedly threatened to withdraw from the World Trade Organization '100 times',-1
The Supreme Court’s Term Just Ended. Here’s How Civil Liberties and Rights Fared.,1
The 'Neutron Option' Democrats Could Use to Retake the Supreme Court,1
Trump's White House has been a money-making machine,0
Mnuchin Calls Report That Trump Wants to Withdraw From WTO an ‘Exaggeration’,0
'Oh God': Melania Trump's horror at being shown picture of young boy left at US border,-1
Marco Rubio complains about state of media after Capital-Gazette reporter says f**k on CNN,-1
The Supreme Court has faced momentous resignations. Experts say Kennedy’s is unrivaled.,1
Deutsche Bank fails Fed stress test while 3 US lenders stumble,-1
President Trump’s money-making power is as unprecedented as his words,0
California lawmakers approve data-privacy bill opposed by Silicon Valley,0
The War on Yemen and Pompeo’s Pathetic Propaganda,-1
Deutsche Bank's US unit fails Fed's stress test,-1
Donald Trump Appears To Have Gotten Tricked Into Calling A Podcast Host From Air Force One,0
Judge to weigh relevance of Trump at upcoming Manafort trial,0
Lehigh County prepares for union shake up following Supreme Court ruling,1
President Trump says his ‘beautiful wall’ is being built. Nope.,0
Immigration reform: More than a decade of failure from Bush to Obama and now Trump,-1
No dinner for bad actors,-1
What you need to know before Saturday's massive immigration protests,-1
White House lawyer expected to be named new head of DEA,0
Maryland newspaper shooting proves words have power and journalists shouldn't be targets,0
"Former ICE lawyer switches sides: I want to protect immigrant children, not prosecute them",1
We Are All Paying the Price for America’s Reckless War Spending,-1
Nearly 600 arrested in DC protesting Trump immigration policy,-1
Trump IRS pick says he’ll work for all taxpayers,0
Overturn Roe v. Wade,0
"Trump to Millennials: Never, ever quit",0
Report: Trump Admin Preps New Rule To Deny Asylum To Border-Crossers,-1
"Marc Thiessen: Congrats, Trump voters. You've just been vindicated",1
George Papadopolous to be sentenced September,0
"Populist Trump now wants his base to be known as the ""super elite""",1
Poll: Two-thirds of Americans oppose reversing Roe v. Wade,0
"Trump Wants the Fight, Not the Deal",-1
Twitter Explodes After Homeland Security Headline Appears to Mimic ’14-Words’ Neo-Nazi Slogan,1
Sean Hannity suggests Democratic Rep. Maxine Waters is to blame for the Maryland newsroom shooting,-1
Trump Said to Seek U.S. Withdrawal From the World Trade Organization,0
Why is Trump still so popular? He gives his base what they want | Cas Mudde,1
Here's How Donald Trump's Influence on the Supreme Court Compares to Other Presidents,1
Most Americans Think Facebook and Twitter Censor Their Political Views,-1
Canada makes retaliatory tariffs official: 'We will not back down',0
Obama: “You Are Right to Be Concerned” About Trump,0
"In key states, voters want to see Trump alternatives in 2020",0
Watch: former ICE spokesperson says he was asked to “flat-out lie”,0
The Supreme Court is an anti-democratic nightmare. Here’s how to fix it.,1
The facts behind a Texas Democrat's viral campaign ad,0
Rising stakes stoke passions of community activists against Trump,1
CityViews: NYC’s Youth March to Sound the Alarm on Climate Change,-1
Trump’s press attacks didn’t cause the Annapolis tragedy. But there is a connection.,-1
"In Trump’s White House, literally everything is ‘so important’",0
Trump urges Republicans to oust Rep. Mark Sanford in primary,0
Dark-money groups that helped elect Eric Greitens now facing FEC complaint,-1
Capital Gazette Reporter To Trump: 'I Couldn't Give A F**k' About Your Prayers,0
The Capital Gazette’s journalists were under attack. So they used social media to report.,-1
Sen. Elizabeth Warren describes DHS border facilities: “cage after cage after cage”,0
Democratic 2020 hopefuls start admitting their ambitions,0
The Frontrunner to Be Trump’s Supreme Court Pick Is the “Forrest Gump of Republican Politics”,1
‘You’ve handed us an issue’: Democrats pounce on Trump administration’s health-care move,0
'Believe Me': Author on why white evangelicals got behind Donald Trump,0
Trump’s top economics adviser lies about the federal deficit,-1
Trump: Journalists should be “free from the fear of being violently attacked”,-1
G.M. Says New Wave of Tariffs Could Force U.S. Job Cuts,-1
ICE Director Erroneously Blames Congress For Family Separation Policy,-1
A Father and Son Who Disagree Over President Trump Are Running Against Each Other for the Same Seat,-1
President Trump Floats Chief of Staff Replacements Amid Shake-Up,0
Iowa Supreme Court rules abortion waiting period unconstitutional,1
Gutierrez: Republicans want to give Trump 'Rosenstein's head on a platter',0
Trump’s false assertion that Canada claims to ‘make’ $100 billion in trade with the U.S.,0
House passes $675B Pentagon spending bill,0
U.S. First-Quarter GDP Growth Revised Down to 2% on Services,1
House Republicans shout down Deputy Attorney General Rosenstein in tense hearing,-1
Two-thirds of Americans oppose rolling back Roe v. Wade,0
Political trajectories of Graham and Sanford reflect looking-glass GOP,0
Obama: ‘You are right to be concerned’,0
"The many ‘ridiculous,’ ‘insulting,’ ‘inappropriate’ questions Trump officials don’t want reporters to ask",0
Edward Snowden describes Russian government as corrupt,0
Maria Bartiromo to interview Trump this weekend,0
Trump’s claim that U.S. is only country with ‘thousands’ of immigration judges,0
"Democrats call out GOP for attacking Mueller, FBI for Trump",-1
Axios: Trump privately says he wants to withdraw from WTO,0
How The NRA Is Trying To Reach Women,0
Jennifer Harbury on the Crackdown on Asylum Seekers & How U.S.-Backed Dirty Wars Fueled Drug Cartels,-1
Sean Hannity already blames Democrats for Gazette shooting,-1
"Gillibrand calls to eliminate ICE: 'Get rid of it, start over'",0
Rosenstein: ‘We Are Not Going To Be In Contempt Of This Congress’,-1
Should Trump opponents heckle and harass?,-1
"Immigrant minor distraught over family separation is prescribed antidepressants in U.S. shelter, lawsuit alleges.",-1
Dems wrestle with hard-ball tactics in Supreme Court battle,1
Trump turned ‘Fox & Friends’ into his personal reality show,0
Larry Kudlow and the White House now claim the growing deficit is actually dropping — and 'rapidly',-1
"I'm Tom Goldstein, publisher of SCOTUSblog. I’m here to answer questions about court cases from this past term and Justice Kennedy’s retirement, AMA!",1
California passes 'strongest in nation' privacy bill limiting data harvesting,1
The Capital Gazette shooting and the limits of an assault weapons ban,-1
Trump confidant was willing to share information with UAE: report,1
Recapturing the Center in American Politics,0
President Trump’s false claim that Clinton wouldn’t have sent humans to Mars,0
Massachusetts Senate OKs Bill to Allow Gender 'X' Option,1
Who’s on President Trump’s list to replace Justice Kennedy?,1
What Justice Kennedy's Legacy Could Mean for the Future of the Supreme Court,1
Writer of anti-Trump texts at FBI tells lawmakers bias never affected his work,0
"Donald Trump says 'AMERICA FIRST' slogan is 'very threatening,' turning on his own inauguration address",0
Donald Trump's Nominee to Head UN Migrant Agency Rejected Amid Anti-Muslim Tweets Controversy,-1
"Russia ready to refute US election meddling allegations, spokesman says",1
Ocasio-Cortez on criminal justice reform seen through a lense of her faith.,1
"Donald Trump Can't Deal With 'Girl From The Bronx,' Says Democratic Nominee Alexandria Ocasio-Cortez",0
"Trump's administration claim only 250,000 Americans are in extreme poverty. The UN says it's over 18 million",-1
Levin: Left’s agenda is incompatible with constitutionalism,0
What Trump can teach progressives about viral communications,0
"Trump lauds Taiwan's Foxconn, threatens Harley on Wisconsin trip",-1
"Hobby Lobby's Illegal Antiquities Shed Light On A Lost, Looted Ancient City In Iraq : NPR",-1
Sen. Collins won’t apply ‘ideological litmus tests’ to Supreme Court nominee,1
He’s still hot on the speakers circuit. So how exactly did Bill Clinton dodge the #MeToo movement?,0
Video of NRA's Dana Loesch 'Happy' Over Media Being 'Curb Stomped' Resurfaces After Capital Gazette Shooting,0
Prank caller patched through to Trump on Air Force One,0
America’s immigration system is broken,-1
"Steve Schmidt, Never Trumpers and life after the GOP",0
Reporter Covering Immigration Warns Government Is 'Ill Equipped' To Reunite Families,-1
"Vladimir Putin, Not Donald Trump, Knows the Real Art of the Deal",0
Trump says probably won't ask Supreme Court nominee about abortion ruling,-1
The Trump administration changed its story on family separation no fewer than 14 times before ending the policy,-1
Kevin McCarthy claims that the labor participation rate is ‘going back up’ under Trump,0
Capital Gazette newspaper survivor erupts on Anderson Cooper — ‘Thanks for your prayers but I couldn’t give a f--k about them’,0
A Better Reason to Delay Kennedy’s Replacement,0
What happened at an immigrant detention center while ICE officials looked the other way?,-1
"Trump just squashed the last, best chance Washington had this year to protect ‘dreamers’",1
`Obamacare’ individual policies may see moderate or no increases for 2019,-1
Maxine Waters and the trope of the “angry black woman”,0
"Ahead of summit, U.S. and Russia tussle to control the narrative",0
The Senate's 3 Black Members Introduce Bill To Make Lynching a Federal Crime,-1
Capitol Police arrest about 575 people protesting Trump immigration policy at Senate office building,-1
Thousands of kids still haven't been reunited with their parents. Protesters ask: Where are the children?,-1
The Courageous Woman Who Is Organizing Separated Mothers Inside an ICE Detention Center,1
‘Not what we expected’: Trump’s tax bill is losing popularity,0
Rep. Pramila Jayapal arrested at D.C. protest of Trump’s ‘zero tolerance’ border policy,-1
Former Obama officials warn Trump not to repeat their mistakes on Russia,-1
Trump Wants to Blame OPEC for High Oil Prices. But He’s Much More at Fault,-1
Donald Trump doesn't think Russia meddled in 2016,0
Journalists call out Trump for anti-press rhetoric following Annapolis newsroom shooting,0
"Condemning Deadly Newsroom Shooting, Trump Tempers Hostility Toward Media",-1
"‘Nasty guy’: Trump attacks critic, touts accomplishments in House GOP meeting on immigration",-1
Growing Divide on Immigration and America’s Moral Leadership,0
Unaccompanied immigrant children sent to New York are “disappeared” by ICE,0
Here's what's on the docket for Paul Manafort's pretrial hearing,0
The Trump administration’s bogus spin that it obtained $2 billion for ‘school safety’,0
White House puts Supreme Court search on overdrive to announce pick by July 9,1
Federal Judge Orders the Immediate Release of Detained 9-Year-Old Brazilian Boy Who Was Separated From His Parents,-1
"Central Asia is the new economic battleground for the US, China and Russia",-1
"Yup, the ‘we’ll stop’ Trump text is bad. But Trump just overplayed his hand on the FBI.",1
Experts fear Trump will tilt Russian relationship in Putin's favour,0
Trump told Macron France should consider leaving the EU: reports,0
Trump IRS nominee owns property at Trump-branded hotel,0
Trump responds to shooting at Maryland newspaper,0
Hundreds of women arrested at protest of Trump border policy,-1
To Hell With Civility,-1
"MS-13 wanted to take her son, she says. So they fled to the United States.",1
Trump’s Michael Cohen problem just keeps looking more ominous,-1
FBI Agent: Manafort Raid May Have Stemmed from Associated Press Tip,0
"GOP Senator on Russian Election Hack: Hey, Everyone Does It",0
Rigging the System and Poor Shaming (Rightly) Are Incompatible Political Strategies,-1
"Capital Gazette shooting: 'Yes, we’re putting out a damn paper'",-1
Capitol Police charge nearly 600 people protesting Trump immigration policies,-1
"Lancaster police, mayor respond to tasing incident caught on video",0
Attacking Harley Davidson not the solution for making America great,0
Nigel Farage to Attend Barletta Fundraiser,0
“We’re seeing a creeping rise of autocracy”: Rob Reiner sounds the warning on Trump and truth,-1
"Trump responds to Maryland shooting: 'Journalists should be free from fear of being violently attacked""",-1
“Fear kills freedom”: New study shows political rhetoric fuels bigotry against Muslims,-1
Controversial Trump Pick Rejected to Lead UN's Migration Agency,-1
Andrew Cuomo Walks Back Statement Saying He’ll Stop Taking Fossil Fuel Money,-1
Poll: Nearly 70 Percent of Voters Don’t Want Roe v. Wade Overturned,0
Mueller: Flynn not ready to be sentenced yet in Russia probe,-1
Lawsuit alleges migrant child prescribed antidepressants in US shelter after being separated from family,-1
"After 40 Days Apart, a Migrant Family Reunites",0
The America We Thought We Knew Is Gone,0
Michael Moore gives details on his anti-Trump documentary and shares the release date,1
Trump’s Travel Ban Puts America’s Brain Drain in Hyperdrive,-1
Millennials are much more open to socialism,0
"In L.A., Obama urges donors not to take midterms for granted: 'We are seeing the consequences' of a political story based on fear",-1
"Maryland shooting: NRA spokeswoman Dana Loesch said journalists 'need to be curb-stomped', in resurfaced footage",0
The dubious statistic getting the DHS secretary in trouble with President Trump,-1
"Trump appointee guts UN document on racism, says leaders don’t have duty to condemn hate speech",-1
Five whoppers from President Trump’s impromptu news conference,0
Why Helsinki? 5 Reasons Finland's Capital Is Perfect for the Trump-Putin Summit,1
"Like Red Hen, restaurants can often refuse service based on politics",0
Top Dem House hopeful funded Gitmo detainees' legal help 'just after 9/11',1
2 Percent Of New York City’s Buildings Emit Half Its CO2 Pollution. They’re Luxury Towers.,0
"Sources identify suspect in Annapolis Capital shooting as Jarrod Ramos, who had long-running feud with paper",-1
This is how Collins and Murkowski marketed themselves as champions of choice,1
"Trump reportedly wants to pull the US out of the WTO, a move that would wreck the international trade system",-1
Trump predicts breakup of EU,0
Trump says he probably won't ask SCOTUS nominees if they'll overturn Roe v. Wade,0
Trump admin may further restrict asylum rights,-1
Marco Rubio has a fainting fit over the f-bomb.,1
Europe fears it occupies a special place in 'Trump hell',-1
Michael Moore’s Donald Trump Movie Is the “Film to See Before It’s Too Late”,0
Trump White House aiming to name a Supreme Court nominee before Europe trip,1
How Republicans could call Trump’s bluff on separating families,0
Milo Yiannopoulos texts about 'gunning journalists down' 2 days before Capital Gazette shooting,0
Dem lawmaker: GOP cares more about Clinton emails than gun violence,-1
"Quit the EU for better trade deal, Trump reportedly told Macron",1
White House aide was asked about Trump media attacks,-1
New Lawsuit Challenges FOSTA – The Federal Law Sparking Website Shutdowns,0
Interior watchdog reviews Zinke’s ties to Halliburton boss,0
"Senate overwhelmingly passes sweeping farm bill, setting up fight with House",-1
Trump: Journalists ‘Should Be Free From The Fear Of Being Violently Attacked’,-1
‘Shaken’ Rosenstein Felt Used by White House in Comey Firing,-1
"Senate passes farm bill, setting up food stamp battle with the House",-1
"Hannity outrageously points finger at Waters, Obama for rhetoric that fed Annapolis Capital Gazette shooting",-1
Trump treats politics like a knife fight. Democrats can’t pretend it’s a garden party.,1
Obama Breaks Silence: ‘You Are Right to Be Concerned’,0
Auto tariffs may cost hundreds of thousands of jobs,0
California lawmakers just passed one of the toughest data privacy bills in the country,0
A tale of two investigations: Benghazi vs. Mueller,0
Ryan stresses ‘no evidence of collusion’ with Russia a day after saying no evidence of spying on Trump,-1
"For Conservatives, Court Fight Is on Their Turf and in Their D.N.A.",-1
Obama Tells Democratic Donors To 'Get Organized' And Register Voters Before Midterms,0
"Central America battles corruption, violence despite billions in US aid",-1
Possibility of civil unrest hangs over regulatory hearings on controversial Enbridge pipeline proposal,-1
Jeff Rubin: Canada's next salvo in the trade war should target U.S. coal shipped from Metro Vancouver,-1
"In the wake of Capital Gazette shooting, journalists react: 'We love this damn job'",1
Russian Singer in Donald Trump’s Collusion Scandal Debuts Video Evocative of Rumored ‘Pee Tape’,-1
Ocasio-Cortez's mother: Daughter wants to be president,0
Supreme Court vacancy exposes bankruptcy of the Democratic Party,1
