headline,label
"Mumbai: Five people, including a pedestrian, killed in plane crash in Ghatkopar",-1
"‘Feral’ knife attacks where victims stabbed multiple times driving up London murder rate, police warn",-1
Legal bid to throw out US sex trafficking law,0
"Vancouver restaurant manager fired for refusing service to customer wearing a ""Make America Great Again"" hat",-1
Edward Snowden describes Russian government as corrupt,0
Man Arrested for Threatening to Murder Family of FCC Chairman,-1
"Plantation City Council candidate denies he put up false, immigrant-bashing post",-1
Mystery person buys $1M worth of remaining toys at Toys 'R' Us store to donate to kids,1
143 mph police chase posted to YouTube gets man 1-year motorcycle ban,0
James Webb Telescope delayed 3 years. May go $1 billion over current budget at cost to other programs,-1
"Nursing assistant accused of stealing, pawning off 91-year-old's wedding ring",-1
"Police: Man tries to run over girlfriend, plows through San Angelo Walmart",0
Deaf puppy trapped underground behind south Huntsville home,-1
"Capital Gazette shooting: Lawyer for harassed woman describes Jarrod Ramos as ""malevolent"" - CBS News",-1
"Money Of Indians In Swiss Banks Rises 50% To Over Rs 7,000 Crore",0
"SC man lied about military service, received nearly $200K from VA, officials say",-1
Mass. Department of Transportation never exercised right to audit funding of state police unit at center of overtime scandal,-1
AT&T To Make $800 Million More This Year Due to This Sneaky Fee,-1
"Mississippi man dies while saving daughter, 3, from tractor",0
"Far-Right Cell Plotted Attack on French Muslims, Authorities Say",-1
California lawmakers approve data-privacy bill opposed by Silicon Valley,0
Jimmy Carter Delivers a New Clinic to Small Town That Has Been Without a Physician,0
Science Centre roof 'melts' as Scotland nears hottest June day record,0
"Larry Nassar, Ex-Gymnastics Trainer Deborah Van Horn Indicted on Charges of Sexual Assault of Child in Texas",-1
"Mexico resorts and tainted alcohol: Assaults, blackouts continue",-1
"Police: Man Attacked, Robbed By Two Groups Of Suspects In The Bronx",-1
"Oumuamua, our solar system's first known interstellar object, gets an ""unexpected boost in speed"" caused by something ""other than the gravitational forces of the Sun and planets""",1
Trump administration plans to detain migrant families for months,-1
HAL-like robot to help astronaut in space odyssey,1
OPCW members vote to grant it power to assign blame for chemical attacks,-1
A massive cache of law enforcement personnel data has leaked,-1
"Former UFC champion allegedly involved in federal bust of $112 million Medicare scam, pill-pushing scheme - MMAmania.com",0
Kroger to bring driverless cars to grocery delivery,0
Man charged with illegally exporting anti-submarine devices to China,-1
Man makes desperate 911 call while clinging to the hood of a speeding car,-1
Unconscious crime victim robbed,-1
"Army Veteran, Who Had Lost His Arms, Drowns While Paddleboarding At Age 25",-1
Elon Musk accused of stealing farting unicorn image,-1
Police negotiating with fugitive after body found in barrel,0
"Facebook and Google use 'dark patterns' around privacy settings, report says",0
Former State Employee Sentenced To 12 Years In Prison In Workplace ‘Upskirting’ Case,-1
Facebook patents system that can use your phone's mic to monitor TV habits - System would allow Facebook to identify what adults and children are watching based on ambient noise,1
"U.S. manufacturers, steel makers battle over tariff relief",0
Crosses mark scene of chicken truck crash in Clark County,-1
3 babies among 100 dead off Libya as Europe hails new deal,-1
Elon Musk teases new Tesla pickup,-1
Woman drove drunk to pick up man charged with DWI,-1
"U.S. charges 601 people in healthcare fraud, opioid crackdown",-1
Uber wins 15-month probationary licence to work in London | Technology,1
Two arrested after boy says he was invited into truck by man with topless woman,-1
Free City program leaves CCSF with $4.77 million deficit,0
"Guelph Police warn of third public masturbator in less than a week, this time on a bicycle",0
"'These weren't the first and won't be the last,' Peter Avsenew writes of gay victims",-1
'Most dangerous person I've ever dealt with': Lawyer feared newspaper murder suspect,-1
"NSA deletes phone records, citing 'technical irregularities'",0
FDA OKs first drug made to reduce excessive sweating,0
"Judge rejects jury’s decision in LeGrier wrongful death lawsuit; family, estate awarded no damages",-1
‘Dishonored and disgraced’: IG slams AFCENT one-star for ‘inappropriate relationship’,0
Suspect in California church murder appears to kill self,-1
"Jarrod Ramos, suspect in Capital Gazette shooting rampage, held without bail on 5 counts of murder",-1
"China praises Mattis visit, says defense minister to visit U.S.",1
Police called on Ohio 12-year-old cutting neighbor's grass; now his business is booming,0
Italy to block joint statement from EU summit until leaders reach agreement on migrant crisis,-1
Hate crime charges planned for man accused of vandalizing Tacoma temple,-1
Purported cult leader wanted to grow old with 8-year-old girl he abused,-1
Debt for US corporations tops $6 trillion,1
Brisbane shop owner pelts tomahawk-wielding attempted robber with tuna cans and Pringles,-1
Capital Gazette shooting suspect harassed Virginian-Pilot editor for years,-1
Miami-Dade police investigate shooting threat at Jackson Memorial Hospital,-1
Adidas Says Millions of U.S. Customers Being Alerted of Breach,0
"Home of interracial Middleburg Heights couple spray painted with swastikas, N-word and monkey left hanging from a tree",0
Witness to downtown shooting killed minutes after police interview her,-1
Thieves drained entire bank account of America's oldest living veteran,-1
US Human Trafficking Report Highlights Dangers of Institutionalizing Children,-1
"AP sources: LeBron declines option, becomes prize free agent",1
Pregnant woman fights off an attacker in East End,-1
